id,title,artist,genre,danceability,energy,valence,acousticness,tempo
1762,Telephone Girl,Assagai,afrobeat,0.604,0.52,0.966,0.0758,102.502
1763,Represent,Bacao Rhythm & Steel Band,afrobeat,0.717,0.513,0.79,0.00956,92.968
1764,Chori 95,Morbo y Mambo,afrobeat,0.472,0.821,0.519,0.000143,95.93
1765,Blood,J Prince,afrobeat,0.85,0.902,0.836,0.13,127.968
1766,Tender Trap,Bacao Rhythm & Steel Band,afrobeat,0.69,0.707,0.746,0.16,94.275
1767,The Outsider,Lack Of Afro,afrobeat,0.681,0.838,0.456,0.0874,112.608
1768,Tu Mens Devant Moi,Voilaaa;Rama Traore,afrobeat,0.817,0.601,0.847,0.0685,129.971
1769,Sweet Feet,Orgone,afrobeat,0.766,0.722,0.842,0.0335,122.369
1770,Ku La Foon - JKriv Remix,Voilaaa;Lass;JKriv,afrobeat,0.811,0.598,0.86,0.0561,119.998
1771,Akula Owu Onyeara,The Funkees,afrobeat,0.701,0.702,0.885,0.525,110.721
1772,Puerta del sol,Los Pirañas,afrobeat,0.573,0.856,0.929,0.0736,103.748
1773,Eye Nyam Nam 'A' Mensuro - Henrik Schwarz Blend,Ebo Taylor;Pat Thomas;Henrik Schwarz,afrobeat,0.761,0.626,0.715,0.0172,124.024
1774,Faut Pas Dire Des Choses Comme Ça,Voilaaa;Pat Kalla,afrobeat,0.738,0.717,0.936,0.473,134.668
1775,Song for Rollins,Buena Onda Reggae Club,afrobeat,0.841,0.577,0.843,0.238,90.522
1776,Donde Vas,Timoneki,afrobeat,0.564,0.62,0.487,0.0443,180.008
1777,Upside Down,The Daktaris,afrobeat,0.66,0.807,0.754,0.103,113.893
1778,Hand of Doom,Brownout;Brown Sabbath;Alex Maas,afrobeat,0.379,0.543,0.377,0.0418,146.446
1779,Constante Mesmice,Nomade Orquestra;Edgar,afrobeat,0.743,0.643,0.591,0.0462,128.029
1780,Stepping Out,Eddie Neblett,afrobeat,0.75,0.705,0.815,0.198,119.898
1781,Tata fatiguée,Vaudou Game,afrobeat,0.76,0.667,0.946,0.306,109.774
1782,Vení Pa’ Ca,La Misa Negra,afrobeat,0.646,0.486,0.931,0.00135,160.104
1783,Beautiful Here,Lack Of Afro,afrobeat,0.833,0.675,0.442,0.0493,110.865
1784,Nordic Laser,Plastilina Mosh,afrobeat,0.364,0.977,0.293,0.000498,147.087
1785,You Could Do Better,Lack Of Afro;Camila Recchio;Wax,afrobeat,0.701,0.704,0.71,0.115,96.067
1786,Cabe-c-o,Calle 13,afrobeat,0.733,0.732,0.777,0.447,91.928
1787,Soul Saxes Meeting,Manu Dibango,afrobeat,0.636,0.826,0.731,0.461,102.809
1788,No Way (feat. Darius Scott),Jor'dan Armstrong;DIXSON,afrobeat,0.481,0.596,0.348,0.0864,99.96
1789,Mind Your Own Business,Ebo Taylor,afrobeat,0.622,0.907,0.825,0.0381,125.77
1790,I Love Music - Remastered,Lafayette Afro Rock Band,afrobeat,0.512,0.851,0.73,0.000473,132.212
1791,It Came Over Me,The Poets Of Rhythm,afrobeat,0.438,0.393,0.533,0.41,60.587
1792,Radar,Jorge Drexler,afrobeat,0.575,0.771,0.696,0.199,77.394
1793,Reverse Effect,Jor'dan Armstrong,afrobeat,0.704,0.486,0.415,0.36,139.957
1794,I Faram Gami I Faram - taken from Mulatu Steps Ahead,Mulatu Astatke,afrobeat,0.538,0.593,0.741,0.871,86.564
1795,It's What You Do,Orgone,afrobeat,0.746,0.811,0.914,0.157,109.133
1796,Sincronia,Samuca e a Selva,afrobeat,0.791,0.546,0.843,0.034,100.064
1797,Live From Tigre Lounge,Mulatu Astatke;The Heliocentrics,afrobeat,0.656,0.809,0.872,0.000881,132.404
1798,Bienvenida,Jorge Drexler,afrobeat,0.789,0.532,0.904,0.54,112.732
1799,No te creas,Jorge Drexler,afrobeat,0.623,0.803,0.645,0.438,126.61
1800,Quiero Desintegrar a Tu Novio,Los Amigos Invisibles,afrobeat,0.778,0.739,0.923,0.294,107.967
1801,Kana Kassy,Ali Farka Touré;Toumani Diabaté,afrobeat,0.583,0.44,0.594,0.803,101.799
1802,Lagos Sisi,Bola Johnson,afrobeat,0.718,0.626,0.662,0.147,107.288
1803,Expensive Shit,Fela Kuti;Afrika 70,afrobeat,0.612,0.876,0.677,0.22,123.866
1804,Who Am I (Psalm 8:4),Azarel;Leor,afrobeat,0.733,0.342,0.484,0.102,184.058
1805,Knocking on Your Door,Edem Evangelist,afrobeat,0.696,0.769,0.896,0.553,98.031
1806,Paisano,Nkumba System;Mamani Keïta,afrobeat,0.66,0.717,0.964,0.407,165.259
1807,Home Again,Menahan Street Band,afrobeat,0.587,0.732,0.747,0.055,96.848
1808,Ariwoko,Chico Mann;Captain Planet,afrobeat,0.72,0.837,0.922,0.168,81.997
1809,Manasseh,Rehmahz;Oba Reengy,afrobeat,0.631,0.602,0.25,0.486,102.08
1810,Every Season,Tony Allen;Damon Albarn;Ty,afrobeat,0.751,0.735,0.721,0.0626,163.852
1811,Enjoyment,Jlyricz,afrobeat,0.803,0.41,0.678,0.252,90.006
1812,Quémalo,Jungle Fire,afrobeat,0.574,0.893,0.504,0.077,95.437
1813,Grateful,Becca Folkes,afrobeat,0.74,0.835,0.862,0.00098,119.975
1814,Alma,Timoneki,afrobeat,0.522,0.62,0.19,0.0564,139.837
1815,Jorge de Capadócia,cacique'97,afrobeat,0.78,0.818,0.934,0.19,114.989
1816,Keep It Clean,Jaron Nurse,afrobeat,0.56,0.644,0.875,0.515,82.505
1817,Locataire,Vaudou Game,afrobeat,0.743,0.872,0.89,0.195,118.904
1818,Gimme Some,Grupo Fantasma,afrobeat,0.736,0.976,0.95,0.261,128.019
1819,Blanket,Joshua Ali,afrobeat,0.851,0.865,0.957,0.232,99.972
1820,Happy Beat,Mandrill,afrobeat,0.767,0.823,0.812,0.138,107.857
1821,El Sabio Soy Yo,Grupo Fantasma,afrobeat,0.675,0.731,0.897,0.247,95.1
1822,Skaramouche,São Paulo Ska Jazz;Zem Audu,afrobeat,0.692,0.917,0.394,0.0379,101.821
1823,Bouncing Bona,Dele Ojo,afrobeat,0.711,0.776,0.842,0.477,116.388
1824,Snowblind,Brownout;Brown Sabbath,afrobeat,0.438,0.737,0.402,0.00038,113.957
1825,Odo Agye Gye Me,The Polyversal Souls;Sir Frank Karikari,afrobeat,0.813,0.693,0.854,0.162,114.206
1826,Analog Fruit,The Mauskovic Dance Band,afrobeat,0.605,0.749,0.964,0.419,143.065
1827,Mansa Fela,Höröyá,afrobeat,0.746,0.881,0.586,0.0335,130.988
1828,Not Another Drop (Reprise),Ikebe Shakedown,afrobeat,0.729,0.752,0.939,0.00632,105.512
1829,Cachoeira,Africania,afrobeat,0.698,0.707,0.636,0.516,99.009
1830,Expensive Shit,Orquestra Voadora,afrobeat,0.833,0.727,0.657,0.324,123.028
1831,African Man,Tony Allen,afrobeat,0.692,0.98,0.686,0.106,114.956
1832,Follow me,A Mose;Marizu,afrobeat,0.506,0.621,0.761,0.326,97.109
1833,Freguês da Meia Noite (Instrumental),Criolo,afrobeat,0.538,0.379,0.533,0.222,175.949
1834,Très magnifique,Tony Allen;T$unami811,afrobeat,0.725,0.875,0.725,0.0513,155.057
1835,Fiesta,Juanafé;Los Celestinos,afrobeat,0.586,0.754,0.814,0.284,156.831
1836,What I Know,The Bamboos;Kylie Auldist,afrobeat,0.747,0.77,0.86,0.029,97.99
1837,Graceland,Plastilina Mosh,afrobeat,0.627,0.856,0.777,0.0203,96.963
1838,Cabral,Orchestra Baobab,afrobeat,0.657,0.419,0.602,0.139,166.588
1839,Veneno,Jorge Drexler,afrobeat,0.535,0.344,0.275,0.816,152.381
1840,Millionaire,Plastilina Mosh,afrobeat,0.815,0.757,0.891,0.0776,93.571
1841,Yoro,Wganda Kenya,afrobeat,0.797,0.69,0.705,0.0805,114.097
1842,Ska Fuentes,Ondatrópica,afrobeat,0.685,0.811,0.953,0.674,122.915
1843,Hot Tamale,Jackie Mittoo,afrobeat,0.684,0.399,0.754,0.233,92.906
1844,Tico-Tico no Fubá,Orquestra Brasileira de Música Jamaicana,afrobeat,0.832,0.724,0.954,0.704,131.949
1845,Voltaren's Dream,Los Amigos Invisibles,afrobeat,0.698,0.765,0.332,0.0888,100.012
1846,El Caterete,Wganda Kenya,afrobeat,0.55,0.921,0.76,0.377,117.833
1847,It's Only Us,Monophonics;Kelly Finnigan,afrobeat,0.477,0.615,0.472,0.482,86.472
1848,Safari Strut,Whitefield Brothers,afrobeat,0.677,0.862,0.902,0.416,109.965
1849,La La La Love Me,Monophonics,afrobeat,0.546,0.54,0.453,0.0292,87.967
1850,Thanksgiving,Gil Joe,afrobeat,0.771,0.809,0.873,0.214,101.066
1851,Tire Loma Da Nigbehin,Monomono,afrobeat,0.598,0.576,0.494,0.767,107.997
1852,Remotely Close: Silkyway,Kutiman;Elif Çağlar,afrobeat,0.755,0.612,0.645,0.0203,110.019
1853,So Good,Greyboy;Bing Ji Ling,afrobeat,0.808,0.364,0.692,0.0363,87.07
1854,Blind Love,El Michels Affair,afrobeat,0.584,0.629,0.519,0.0148,150.745
1855,IN,Jor'dan Armstrong,afrobeat,0.664,0.622,0.282,0.249,79.972
1856,Good oh,J Prince,afrobeat,0.83,0.842,0.768,0.136,118.023
1857,I Am,Marizu,afrobeat,0.631,0.764,0.764,0.818,100.056
1858,Djobime,El Rego,afrobeat,0.532,0.56,0.827,0.0098,142.651
1859,Look Out Baby (Here I Come) (Bonus Track),Bacao Rhythm & Steel Band,afrobeat,0.64,0.984,0.775,0.123,113.508
1860,Voodoo Soul Stew,The Daktaris,afrobeat,0.822,0.68,0.965,0.441,100.244
1861,The Ally,Ikebe Shakedown,afrobeat,0.641,0.57,0.81,0.0997,107.927
1862,Agbara,The Souljazz Orchestra,afrobeat,0.683,0.923,0.892,0.204,120.004
1863,Baba Hya - Remastered,Lafayette Afro Rock Band,afrobeat,0.436,0.915,0.776,0.405,88.39
1864,Beneath the City of the Monkey God,The Sorcerers,afrobeat,0.63,0.198,0.342,0.397,60.402
1865,Back to the Day,Lack Of Afro;Elliott Cole,afrobeat,0.712,0.604,0.874,0.375,97.938
1866,One World,Lack Of Afro;Herbal T,afrobeat,0.677,0.746,0.71,0.171,97.075
1867,Getting Nasty,Bacao Rhythm & Steel Band,afrobeat,0.622,0.551,0.661,0.135,95.124
1868,Tambalea (feat. Lido Pimienta & Ceci Bastida),Niña Dioz;Ceci Bastida;Lido Pimienta,afrobeat,0.791,0.575,0.661,0.171,135.958
1869,Me Queda Voz,Gilles Peterson's Havana Cultura Band,afrobeat,0.77,0.799,0.689,0.0628,86.964
1870,Tropical Garden,Manu Dibango,afrobeat,0.615,0.397,0.916,0.301,169.0
1871,Chérie Nye,Vaudou Game,afrobeat,0.748,0.808,0.974,0.501,142.363
1872,Ba-Kuba,Manu Dibango,afrobeat,0.535,0.658,0.911,0.235,107.382
1873,Me Voy Pa’ Porce,La Misa Negra,afrobeat,0.605,0.732,0.793,0.0186,178.022
1874,Elle décide,Vaudou Game,afrobeat,0.772,0.857,0.977,0.462,111.367
1875,You've Made Me So Very Happy featuring Ria Currie,Speedometer;Ria Currie,afrobeat,0.678,0.71,0.897,0.0262,99.136
1876,Shuffering and Shmiling,Fela Kuti,afrobeat,0.825,0.837,0.495,0.315,123.02
1877,Better Change Your Mind - Mixed,William Onyeabor,afrobeat,0.803,0.67,0.87,0.123,117.457
1878,Tambour à deux peaux,The Souljazz Orchestra,afrobeat,0.719,0.828,0.96,0.0935,104.036
1879,Cara E' Pasmao',Los Amigos Invisibles,afrobeat,0.715,0.925,0.898,0.0155,103.006
1880,Freckles,The New Mastersounds,afrobeat,0.787,0.834,0.961,0.145,113.337
1881,Fogo (Adubado),BaianaSystem;Buguinha Dub;Orquestra Afrosinfônica,afrobeat,0.67,0.632,0.589,0.0559,94.031
1882,"Yo Soy Tu Padre, Yo Te Fabriqué",Meridian Brothers,afrobeat,0.645,0.551,0.774,0.594,96.225
1883,Goldmember,Los Amigos Invisibles,afrobeat,0.583,0.954,0.689,0.0007,133.959
1884,International Stereo (Bassass),Plastilina Mosh,afrobeat,0.663,0.895,0.9,0.000249,133.704
1885,Soul Fiesta,Manu Dibango,afrobeat,0.58,0.984,0.5,0.367,136.671
1886,No Nah,Jor'dan Armstrong,afrobeat,0.757,0.673,0.639,0.0213,100.024
1887,Yerberito,Manu Dibango;Cuarteto Patria,afrobeat,0.697,0.723,0.895,0.198,124.604
1888,The Moon and the Sun,William Onyeabor,afrobeat,0.615,0.838,0.85,0.275,145.961
1889,Cuchi-cuchi,Los Amigos Invisibles,afrobeat,0.566,0.778,0.362,0.362,125.423
1890,Cigar Time,The New Mastersounds,afrobeat,0.601,0.616,0.798,0.677,112.775
1891,Hypocrite,Antibalas,afrobeat,0.7,0.94,0.828,0.476,114.15
1892,La Gitana Me Ha Dejado - Salsa Electrónica,Meridian Brothers,afrobeat,0.762,0.512,0.576,0.772,96.428
1893,Reino Animal,Los Amigos Invisibles,afrobeat,0.733,0.862,0.745,0.287,107.981
1894,Hopeless Romance,Los Amigos Invisibles,afrobeat,0.691,0.921,0.597,0.0753,116.001
1895,Daddy Issues,The Neighbourhood,alt-rock,0.588,0.521,0.337,0.0678,85.012
1896,Little Dark Age,MGMT,alt-rock,0.705,0.712,0.62,0.0102,97.512
1897,Softcore,The Neighbourhood,alt-rock,0.575,0.568,0.37,0.0484,93.986
1898,Sweater Weather,The Neighbourhood,alt-rock,0.612,0.807,0.398,0.0495,124.053
1899,You Get Me So High,The Neighbourhood,alt-rock,0.551,0.881,0.387,0.186,88.036
1900,Play with Fire (feat. Yacht Money),Sam Tinnesz;Yacht Money,alt-rock,0.573,0.539,0.39,0.0162,75.012
1901,Something In The Way,Nirvana,alt-rock,0.427,0.201,0.0668,0.745,105.218
1902,Way down We Go,KALEO,alt-rock,0.489,0.505,0.337,0.579,163.255
1903,Unstoppable,The Score,alt-rock,0.485,0.843,0.602,0.00129,78.001
1904,Smells Like Teen Spirit,Nirvana,alt-rock,0.502,0.912,0.72,2.55e-05,116.761
1905,Blood // Water,grandson,alt-rock,0.51,0.882,0.653,0.00158,154.029
1906,Shut Up and Dance,WALK THE MOON,alt-rock,0.578,0.866,0.619,0.00701,128.038
1907,Born For This,The Score,alt-rock,0.411,0.675,0.545,0.063,130.134
1908,Tippa My Tongue,Red Hot Chili Peppers,alt-rock,0.573,0.913,0.795,0.00861,88.418
1909,Mr. Brightside,The Killers,alt-rock,0.344,0.931,0.251,0.00104,148.104
1910,Californication,Red Hot Chili Peppers,alt-rock,0.592,0.765,0.327,0.0021,96.483
1911,Nerve Flip,Red Hot Chili Peppers,alt-rock,0.386,0.936,0.418,0.0121,176.366
1912,Runaway Horses - Abridged,The Killers;Phoebe Bridgers,alt-rock,0.499,0.223,0.304,0.912,129.291
1913,Black Summer,Red Hot Chili Peppers,alt-rock,0.417,0.682,0.351,0.0267,105.542
1914,When You Were Young,The Killers,alt-rock,0.441,0.976,0.248,0.000335,130.411
1915,Animals,Nickelback,alt-rock,0.569,0.963,0.82,0.000787,76.995
1916,Records,Weezer,alt-rock,0.658,0.773,0.66,0.000901,100.006
1917,Human - Armin van Buuren Dub Remix,The Killers;Armin van Buuren;Benno De Goeij,alt-rock,0.64,0.821,0.624,0.00122,135.478
1918,Somebody Told Me,The Killers,alt-rock,0.508,0.981,0.746,8.22e-05,138.011
1919,Fire - Remastered,Red Hot Chili Peppers,alt-rock,0.421,0.986,0.263,0.00482,105.83
1920,Ohms,Deftones,alt-rock,0.112,0.978,0.371,0.000108,173.097
1921,Higher Ground - Remastered,Red Hot Chili Peppers,alt-rock,0.476,0.979,0.394,0.00142,140.408
1922,A Great Big Sled,The Killers;Toni Halliday,alt-rock,0.532,0.872,0.299,0.00223,127.959
1923,Don't Shoot Me Santa,The Killers;Ryan Pardey,alt-rock,0.588,0.847,0.662,0.0601,120.041
1924,All My Favorite Songs,Weezer;AJR,alt-rock,0.605,0.7,0.588,0.00998,84.962
1925,Joy Ride - Night Version,The Killers,alt-rock,0.666,0.935,0.69,0.00285,118.999
1926,Limón y Sal,Julieta Venegas,alt-rock,0.625,0.653,0.605,0.124,110.972
1927,Christmas (Baby Please Come Home),The Offspring,alt-rock,0.437,0.878,0.623,0.0112,128.043
1928,By the Way,Red Hot Chili Peppers,alt-rock,0.441,0.986,0.184,0.038,123.974
1929,Daddy Issues (Remix) feat. Syd,The Neighbourhood;Syd,alt-rock,0.623,0.533,0.247,0.245,84.982
1930,Reflections,The Neighbourhood,alt-rock,0.648,0.594,0.544,0.114,113.983
1931,Somebody Else,The 1975,alt-rock,0.618,0.793,0.459,0.204,101.015
1932,Creep,Radiohead,alt-rock,0.515,0.43,0.104,0.0097,91.844
1933,The Reason,Hoobastank,alt-rock,0.472,0.671,0.0681,0.0129,82.952
1934,No Surprises,Radiohead,alt-rock,0.255,0.393,0.118,0.0577,76.426
1935,Legend,The Score,alt-rock,0.601,0.757,0.462,0.0139,82.001
1936,Seven Nation Army,The White Stripes,alt-rock,0.743,0.446,0.278,0.0039,123.596
1937,Courtesy Call,Thousand Foot Krutch,alt-rock,0.531,0.638,0.445,0.00409,164.079
1938,"Elliot’s Song - From ""Euphoria"" An HBO Original Series",Dominic Fike;Zendaya,alt-rock,0.341,0.266,0.388,0.831,184.14
1939,Losing My Religion,R.E.M.,alt-rock,0.666,0.854,0.803,0.179,125.637
1940,Azul,Zoé,alt-rock,0.511,0.714,0.521,0.0504,98.008
1941,Surviving the Game,Skillet,alt-rock,0.535,0.979,0.432,0.000666,103.996
1942,Say It Ain't So,Weezer,alt-rock,0.635,0.551,0.451,0.00743,151.779
1943,Buddy Holly,Weezer,alt-rock,0.555,0.921,0.775,0.00264,121.141
1944,Labios Rotos - En Vivo,Zoé,alt-rock,0.582,0.755,0.311,0.0632,109.061
1945,Island In The Sun,Weezer,alt-rock,0.654,0.794,0.678,0.00769,114.62
1946,O Come All Ye Faithful,Weezer,alt-rock,0.516,0.818,0.769,0.00701,121.907
1947,Feel Invincible,Skillet,alt-rock,0.603,0.886,0.395,0.00045,126.027
1948,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,alt-rock,0.395,0.751,0.455,5.71e-05,121.561
1949,O Holy Night,Weezer,alt-rock,0.173,0.609,0.0988,0.359,197.819
1950,My Name Is Jonas,Weezer,alt-rock,0.261,0.947,0.552,0.000193,185.942
1951,Arrullo De Estrellas,Zoé,alt-rock,0.462,0.765,0.399,0.324,81.513
1952,Christmastime,The Smashing Pumpkins,alt-rock,0.165,0.434,0.186,0.316,77.983
1953,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,alt-rock,0.381,0.894,0.797,0.0258,205.528
1954,Lamento Boliviano,Los Enanitos Verdes,alt-rock,0.714,0.734,0.68,0.176,123.57
1955,Rotting in Vain,Korn,alt-rock,0.498,0.946,0.31,0.000121,106.276
1956,We Wish You A Merry Christmas,Weezer,alt-rock,0.387,0.786,0.462,0.0195,149.806
1957,Igual Que Ayer,Los Enanitos Verdes,alt-rock,0.62,0.788,0.856,0.018,137.129
1958,Mi Primer Dia Sin Ti,Los Enanitos Verdes,alt-rock,0.522,0.639,0.437,0.129,83.377
1959,Poli / Love - En Vivo,Zoé,alt-rock,0.553,0.722,0.257,0.101,91.267
1960,Eterna Soledad,Los Enanitos Verdes,alt-rock,0.558,0.403,0.148,0.328,81.661
1961,The Beach,The Neighbourhood,alt-rock,0.245,0.64,0.105,0.131,135.739
1962,Stargazing,The Neighbourhood,alt-rock,0.512,0.483,0.367,0.00304,160.009
1963,Out of My League,Fitz and The Tantrums,alt-rock,0.545,0.968,0.527,0.0387,169.965
1964,Robbers,The 1975,alt-rock,0.621,0.692,0.381,0.000363,99.806
1965,I'm In Love With You,The 1975,alt-rock,0.668,0.902,0.913,0.169,119.008
1966,Come As You Are,Nirvana,alt-rock,0.5,0.824,0.539,0.00016,120.125
1967,Snow (Hey Oh),Red Hot Chili Peppers,alt-rock,0.427,0.9,0.599,0.116,104.655
1968,Monster,Skillet,alt-rock,0.64,0.957,0.692,0.0431,134.992
1969,Revolution,The Score,alt-rock,0.574,0.833,0.574,0.0611,86.008
1970,On My Own,Ashes Remain,alt-rock,0.361,0.871,0.575,0.0119,176.026
1971,It's Not My Time - Acoustic,3 Doors Down,alt-rock,0.674,0.58,0.305,0.311,128.003
1972,skip.that.party,X Ambassadors;Jensen McRae,alt-rock,0.376,0.586,0.171,0.0131,149.734
1973,Mr. Jones,Counting Crows,alt-rock,0.571,0.836,0.73,0.194,141.612
1974,A Long December,Counting Crows,alt-rock,0.403,0.59,0.393,0.508,141.649
1975,Flaca,Andrés Calamaro;Alejandro Sanz,alt-rock,0.739,0.48,0.758,0.718,105.029
1976,Here Without You,3 Doors Down,alt-rock,0.556,0.545,0.193,0.0635,143.991
1977,Paloma,Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,alt-rock,0.727,0.382,0.828,0.809,115.003
1978,Kryptonite,3 Doors Down,alt-rock,0.544,0.848,0.489,0.00395,99.039
1979,Hanginaround,Counting Crows,alt-rock,0.514,0.781,0.717,0.248,90.522
1980,Big Yellow Taxi,Counting Crows;Vanessa Carlton,alt-rock,0.674,0.867,0.821,0.00199,88.04
1981,"The Sick, The Dying… And The Dead!",Megadeth,alt-rock,0.303,0.976,0.193,0.00266,88.536
1982,Symphony Of Destruction,Megadeth,alt-rock,0.61,0.889,0.506,0.000794,139.903
1983,The Devil's Bleeding Crown,Volbeat,alt-rock,0.321,0.909,0.209,1.62e-05,109.653
1984,Bohemio,Andrés Calamaro;Julio Iglesias,alt-rock,0.784,0.461,0.733,0.662,102.165
1985,Tuyo Siempre,Andrés Calamaro;Vicentico,alt-rock,0.706,0.525,0.73,0.682,89.945
1986,Holy Wars...The Punishment Due - Remastered,Megadeth,alt-rock,0.327,0.985,0.218,0.00177,125.232
1987,Keep My Name Outta Your Mouth,The Black Keys,alt-rock,0.597,0.702,0.645,0.0197,83.507
1988,Sorry Sack Of Bones,Volbeat,alt-rock,0.407,0.954,0.454,0.000629,171.988
1989,Never Gonna Give You Up,The Black Keys,alt-rock,0.557,0.665,0.437,0.321,75.803
1990,Transito Lento,Andrés Calamaro,alt-rock,0.704,0.533,0.695,0.587,94.056
1991,Burn The Witch,Queens of the Stone Age,alt-rock,0.452,0.819,0.423,0.175,124.649
1992,Heaven Nor Hell,Volbeat,alt-rock,0.411,0.767,0.659,0.000621,134.408
1993,Cuarteles De Invierno,Andrés Calamaro,alt-rock,0.488,0.627,0.482,0.429,78.979
1994,Enganchate Conmigo,Andrés Calamaro;Juanes;Niño Josele,alt-rock,0.682,0.646,0.785,0.576,87.891
1995,Algún Lugar Encontraré,Andrés Calamaro;Carlos Vives,alt-rock,0.694,0.52,0.52,0.412,108.06
1996,Miro Por La Ventana - Remastered 2017,Andrés Calamaro,alt-rock,0.554,0.757,0.907,0.00543,148.27
1997,Diego Armando Canciones,Andrés Calamaro,alt-rock,0.32,0.515,0.568,0.373,78.021
1998,Otro Amor En Avellaneda - Remastered 2017,Andrés Calamaro,alt-rock,0.637,0.572,0.615,0.113,138.177
1999,Afraid,The Neighbourhood,alt-rock,0.464,0.701,0.356,0.00892,83.996
2000,feel something,Bea Miller,alt-rock,0.74,0.415,0.156,0.242,136.029
